City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current description,Rain (last 3 hrs),Snow (last 3 hrs),Date
218,Mecca,21.43,39.83,83.55,42,0,6.08,SA,clear sky,0.0,0.0,2020-05-30 21:23:12
219,Mecca,21.43,39.83,83.55,42,0,6.08,SA,,,,2020-05-30 21:23:12
220,San Jeronimo,-11.95,-75.28,61.43,29,1,4.88,PE,clear sky,0.0,0.0,2020-05-30 21:28:00
221,San Jeronimo,-11.95,-75.28,61.43,29,1,4.88,PE,,,,2020-05-30 21:28:00
222,Daru,-9.08,143.21,79.23,87,53,14.16,PG,light rain,0.0,0.0,2020-05-30 21:20:25
223,Daru,-9.08,143.21,79.23,87,53,14.16,PG,,,,2020-05-30 21:20:25
224,Cannes,43.55,7.02,62.6,87,94,1.12,FR,overcast clouds,0.0,0.0,2020-05-30 21:28:00
225,Cannes,43.55,7.02,62.6,87,94,1.12,FR,,,,2020-05-30 21:28:00
226,Yangshe,31.89,120.61,66.0,99,5,3.4,CN,clear sky,0.0,0.0,2020-05-30 21:28:00
227,Yangshe,31.89,120.61,66.0,99,5,3.4,CN,,,,2020-05-30 21:28:00
228,Kingston,18.0,-76.79,86.0,70,40,19.46,JM,scattered clouds,0.0,0.0,2020-05-30 21:27:08
229,Kingston,18.0,-76.79,86.0,70,40,19.46,JM,,,,2020-05-30 21:27:08
230,Thompson,55.74,-97.86,68.0,15,20,9.17,CA,few clouds,0.0,0.0,2020-05-30 21:19:40
231,Thompson,55.74,-97.86,68.0,15,20,9.17,CA,,,,2020-05-30 21:19:40
232,Salalah,17.02,54.09,77.0,100,75,2.24,OM,light rain,0.0,0.0,2020-05-30 21:19:46
233,Salalah,17.02,54.09,77.0,100,75,2.24,OM,,,,2020-05-30 21:19:46
234,Nikolskoye,59.7,30.79,59.0,41,0,8.95,RU,clear sky,0.0,0.0,2020-05-30 21:17:10
235,Nikolskoye,59.7,30.79,59.0,41,0,8.95,RU,,,,2020-05-30 21:17:10
236,Saskylakh,71.92,114.08,39.43,75,81,4.03,RU,broken clouds,0.0,0.0,2020-05-30 21:19:42
237,Saskylakh,71.92,114.08,39.43,75,81,4.03,RU,,,,2020-05-30 21:19:42
238,Bardiyah,31.76,25.09,67.93,69,0,17.85,LY,clear sky,0.0,0.0,2020-05-30 21:28:01
239,Bardiyah,31.76,25.09,67.93,69,0,17.85,LY,,,,2020-05-30 21:28:01
240,Okmulgee,35.62,-95.96,82.4,37,1,5.61,US,clear sky,0.0,0.0,2020-05-30 21:28:01
241,Okmulgee,35.62,-95.96,82.4,37,1,5.61,US,,,,2020-05-30 21:28:01
242,Sangueya,10.7,-14.37,78.98,83,100,3.6,GN,overcast clouds,0.0,0.0,2020-05-30 21:28:01
243,Sangueya,10.7,-14.37,78.98,83,100,3.6,GN,,,,2020-05-30 21:28:01
244,San Cristobal,7.77,-72.22,89.6,49,40,9.17,VE,scattered clouds,0.0,0.0,2020-05-30 21:16:44
245,San Cristobal,7.77,-72.22,89.6,49,40,9.17,VE,,,,2020-05-30 21:16:44
246,Mahebourg,-20.41,57.7,69.8,94,20,3.36,MU,few clouds,0.0,0.0,2020-05-30 21:19:39
247,Mahebourg,-20.41,57.7,69.8,94,20,3.36,MU,,,,2020-05-30 21:19:39
248,Esso,55.93,158.7,36.57,82,75,3.67,RU,broken clouds,0.0,0.0,2020-05-30 21:28:02
249,Esso,55.93,158.7,36.57,82,75,3.67,RU,,,,2020-05-30 21:28:02
250,Dingle,11.0,122.67,77.83,86,14,6.33,PH,few clouds,0.0,0.0,2020-05-30 21:20:12
251,Dingle,11.0,122.67,77.83,86,14,6.33,PH,,,,2020-05-30 21:20:12
252,Cockburn Town,21.46,-71.14,81.63,81,0,12.8,TC,light rain,0.0,0.0,2020-05-30 21:17:37
253,Cockburn Town,21.46,-71.14,81.63,81,0,12.8,TC,,,,2020-05-30 21:17:37
254,Pierre,44.37,-100.35,66.2,55,75,14.99,US,broken clouds,0.0,0.0,2020-05-30 21:25:21
255,Pierre,44.37,-100.35,66.2,55,75,14.99,US,,,,2020-05-30 21:25:21
256,Bathsheba,13.22,-59.52,86.0,62,20,23.04,BB,few clouds,0.0,0.0,2020-05-30 21:16:51
257,Bathsheba,13.22,-59.52,86.0,62,20,23.04,BB,,,,2020-05-30 21:16:51
258,Margate,51.38,1.39,60.01,72,0,4.0,GB,clear sky,0.0,0.0,2020-05-30 21:17:23
259,Margate,51.38,1.39,60.01,72,0,4.0,GB,,,,2020-05-30 21:17:23
260,Port Hardy,50.7,-127.42,57.2,67,75,16.11,CA,broken clouds,0.0,0.0,2020-05-30 21:20:39
261,Port Hardy,50.7,-127.42,57.2,67,75,16.11,CA,,,,2020-05-30 21:20:39
262,Dengzhou,37.81,120.75,63.48,74,99,7.76,CN,overcast clouds,0.0,0.0,2020-05-30 21:28:02
263,Dengzhou,37.81,120.75,63.48,74,99,7.76,CN,,,,2020-05-30 21:28:02
264,Port Blair,11.67,92.75,83.19,79,93,6.06,IN,overcast clouds,0.0,0.0,2020-05-30 21:20:27
265,Port Blair,11.67,92.75,83.19,79,93,6.06,IN,,,,2020-05-30 21:20:27
266,Sitio Novo Do Tocantins,-5.52,-47.46,82.4,69,40,4.7,BR,scattered clouds,0.0,0.0,2020-05-30 21:28:03
267,Sitio Novo Do Tocantins,-5.52,-47.46,82.4,69,40,4.7,BR,,,,2020-05-30 21:28:03
268,East London,-33.02,27.91,61.77,74,23,6.93,ZA,few clouds,0.0,0.0,2020-05-30 21:20:04
269,East London,-33.02,27.91,61.77,74,23,6.93,ZA,,,,2020-05-30 21:20:04
270,Clifton,40.86,-74.16,84.2,32,20,11.41,US,few clouds,0.0,0.0,2020-05-30 21:25:20
271,Clifton,40.86,-74.16,84.2,32,20,11.41,US,,,,2020-05-30 21:25:20
272,Jalu,29.03,21.55,80.02,22,0,9.71,LY,clear sky,0.0,0.0,2020-05-30 21:28:03
273,Jalu,29.03,21.55,80.02,22,0,9.71,LY,,,,2020-05-30 21:28:03
274,Togur,58.36,82.83,47.82,89,99,9.08,RU,overcast clouds,0.0,0.0,2020-05-30 21:28:03
275,Togur,58.36,82.83,47.82,89,99,9.08,RU,,,,2020-05-30 21:28:03
276,Dunedin,-45.87,170.5,53.01,69,63,4.81,NZ,broken clouds,0.0,0.0,2020-05-30 21:20:09
277,Dunedin,-45.87,170.5,53.01,69,63,4.81,NZ,,,,2020-05-30 21:20:09
278,Beckum,51.75,8.03,60.8,41,64,3.36,DE,broken clouds,0.0,0.0,2020-05-30 21:28:03
279,Beckum,51.75,8.03,60.8,41,64,3.36,DE,,,,2020-05-30 21:28:03
280,Huntingdon,52.33,-0.19,59.0,61,0,1.01,GB,clear sky,0.0,0.0,2020-05-30 21:28:04
281,Huntingdon,52.33,-0.19,59.0,61,0,1.01,GB,,,,2020-05-30 21:28:04
282,Kefalos,36.75,26.96,64.4,82,20,3.36,GR,few clouds,0.0,0.0,2020-05-30 21:28:04
283,Kefalos,36.75,26.96,64.4,82,20,3.36,GR,,,,2020-05-30 21:28:04
284,Rawson,-43.3,-65.1,47.17,54,0,5.28,AR,clear sky,0.0,0.0,2020-05-30 21:23:45
285,Rawson,-43.3,-65.1,47.17,54,0,5.28,AR,,,,2020-05-30 21:23:45
286,Porto Novo,6.5,2.6,80.6,83,20,6.93,BJ,few clouds,0.0,0.0,2020-05-30 21:24:11
287,Porto Novo,6.5,2.6,80.6,83,20,6.93,BJ,,,,2020-05-30 21:24:11
288,Davila,18.47,120.58,78.8,94,20,3.18,PH,few clouds,0.0,0.0,2020-05-30 21:28:04
289,Davila,18.47,120.58,78.8,94,20,3.18,PH,,,,2020-05-30 21:28:04
290,Ocos,14.51,-92.19,82.4,83,40,4.43,GT,drizzle,0.0,0.0,2020-05-30 21:28:04
291,Ocos,14.51,-92.19,82.4,83,40,4.43,GT,,,,2020-05-30 21:28:04
292,Ekhabi,53.51,142.97,43.45,85,100,8.23,RU,overcast clouds,0.0,0.0,2020-05-30 21:28:04
293,Ekhabi,53.51,142.97,43.45,85,100,8.23,RU,,,,2020-05-30 21:28:04
294,Korla,41.76,86.15,70.0,55,100,4.81,CN,overcast clouds,0.0,0.0,2020-05-30 21:24:00
295,Korla,41.76,86.15,70.0,55,100,4.81,CN,,,,2020-05-30 21:24:00
296,Touros,-5.2,-35.46,77.0,94,90,3.36,BR,shower rain,0.0,0.0,2020-05-30 21:19:49
297,Touros,-5.2,-35.46,77.0,94,90,3.36,BR,,,,2020-05-30 21:19:49
298,Beringovskiy,63.05,179.32,35.44,86,99,8.79,RU,overcast clouds,0.0,0.0,2020-05-30 21:20:31
299,Beringovskiy,63.05,179.32,35.44,86,99,8.79,RU,,,,2020-05-30 21:20:31
300,Coahuayana,18.73,-103.68,82.4,61,40,11.41,MX,scattered clouds,0.0,0.0,2020-05-30 21:23:44
301,Coahuayana,18.73,-103.68,82.4,61,40,11.41,MX,,,,2020-05-30 21:23:44
302,Nago,26.59,127.98,80.6,94,90,13.87,JP,overcast clouds,0.0,0.0,2020-05-30 21:28:05
303,Nago,26.59,127.98,80.6,94,90,13.87,JP,,,,2020-05-30 21:28:05
304,Pitimbu,-7.47,-34.81,78.8,88,100,9.17,BR,overcast clouds,0.0,0.0,2020-05-30 21:28:05
305,Pitimbu,-7.47,-34.81,78.8,88,100,9.17,BR,,,,2020-05-30 21:28:05
306,Pershotravneve,51.39,28.87,51.66,97,100,8.55,UA,overcast clouds,0.0,0.0,2020-05-30 21:28:05
307,Pershotravneve,51.39,28.87,51.66,97,100,8.55,UA,,,,2020-05-30 21:28:05
308,Grindavik,63.84,-22.43,46.4,87,75,16.11,IS,broken clouds,0.0,0.0,2020-05-30 21:17:16
309,Grindavik,63.84,-22.43,46.4,87,75,16.11,IS,,,,2020-05-30 21:17:16
310,Hambantota,6.12,81.12,80.85,85,14,12.88,LK,few clouds,0.0,0.0,2020-05-30 21:24:10
311,Hambantota,6.12,81.12,80.85,85,14,12.88,LK,,,,2020-05-30 21:24:10
312,Ribeira Grande,38.52,-28.7,64.4,88,75,11.41,PT,broken clouds,0.0,0.0,2020-05-30 21:19:47
313,Ribeira Grande,38.52,-28.7,64.4,88,75,11.41,PT,,,,2020-05-30 21:19:47
314,Aitape,-3.14,142.35,78.33,82,69,6.6,PG,broken clouds,0.0,0.0,2020-05-30 21:28:05
315,Aitape,-3.14,142.35,78.33,82,69,6.6,PG,,,,2020-05-30 21:28:05
316,Blantyre,-15.79,35.01,63.18,91,18,7.2,MW,few clouds,0.0,0.0,2020-05-30 21:28:06
317,Blantyre,-15.79,35.01,63.18,91,18,7.2,MW,,,,2020-05-30 21:28:06
318,Nguruka,-5.11,31.04,66.61,67,40,3.8,TZ,scattered clouds,0.0,0.0,2020-05-30 21:28:06
319,Nguruka,-5.11,31.04,66.61,67,40,3.8,TZ,,,,2020-05-30 21:28:06
320,Conde,-7.26,-34.91,78.8,88,100,9.17,BR,overcast clouds,0.0,0.0,2020-05-30 21:23:51
321,Conde,-7.26,-34.91,78.8,88,100,9.17,BR,,,,2020-05-30 21:23:51
322,Biltine,14.53,20.92,88.79,13,8,16.17,TD,clear sky,0.0,0.0,2020-05-30 21:24:08
323,Biltine,14.53,20.92,88.79,13,8,16.17,TD,,,,2020-05-30 21:24:08
324,Vila Franca Do Campo,37.72,-25.43,64.4,93,75,10.29,PT,broken clouds,0.0,0.0,2020-05-30 21:23:27
325,Vila Franca Do Campo,37.72,-25.43,64.4,93,75,10.29,PT,,,,2020-05-30 21:23:27
326,Sassandra,4.95,-6.08,78.33,90,100,8.28,CI,overcast clouds,0.0,0.0,2020-05-30 21:28:06
327,Sassandra,4.95,-6.08,78.33,90,100,8.28,CI,,,,2020-05-30 21:28:06
328,Dalvik,65.97,-18.53,51.8,50,20,24.16,IS,few clouds,0.0,0.0,2020-05-30 21:28:06
329,Dalvik,65.97,-18.53,51.8,50,20,24.16,IS,,,,2020-05-30 21:28:06
330,Saint Anthony,45.02,-93.22,68.0,25,1,9.17,US,clear sky,0.0,0.0,2020-05-30 21:19:55
331,Saint Anthony,45.02,-93.22,68.0,25,1,9.17,US,,,,2020-05-30 21:19:55
332,Tumpat,6.2,102.17,78.8,88,20,2.24,MY,few clouds,0.0,0.0,2020-05-30 21:28:07
333,Tumpat,6.2,102.17,78.8,88,20,2.24,MY,,,,2020-05-30 21:28:07
334,Madang,-5.22,145.8,77.85,87,49,3.71,PG,light rain,0.0,0.0,2020-05-30 21:28:07
335,Madang,-5.22,145.8,77.85,87,49,3.71,PG,,,,2020-05-30 21:28:07
336,Lorengau,-2.02,147.27,81.93,78,20,3.13,PG,few clouds,0.0,0.0,2020-05-30 21:20:17
337,Lorengau,-2.02,147.27,81.93,78,20,3.13,PG,,,,2020-05-30 21:20:17
338,Sao Felix Do Xingu,-6.64,-51.99,77.43,87,68,2.82,BR,light rain,0.0,0.0,2020-05-30 21:28:07
339,Sao Felix Do Xingu,-6.64,-51.99,77.43,87,68,2.82,BR,,,,2020-05-30 21:28:07
340,Tuktoyaktuk,69.45,-133.04,35.6,74,40,11.41,CA,scattered clouds,0.0,0.0,2020-05-30 21:19:49
341,Tuktoyaktuk,69.45,-133.04,35.6,74,40,11.41,CA,,,,2020-05-30 21:19:49
342,Faanui,-16.48,-151.75,81.07,81,0,19.1,PF,clear sky,0.0,0.0,2020-05-30 21:19:43
343,Faanui,-16.48,-151.75,81.07,81,0,19.1,PF,,,,2020-05-30 21:19:43
344,Prince Rupert,54.32,-130.32,55.4,71,75,5.82,CA,broken clouds,0.0,0.0,2020-05-30 21:18:01
345,Prince Rupert,54.32,-130.32,55.4,71,75,5.82,CA,,,,2020-05-30 21:18:01
346,Kruisfontein,-34.0,24.73,52.18,92,0,3.65,ZA,clear sky,0.0,0.0,2020-05-30 21:17:38
347,Kruisfontein,-34.0,24.73,52.18,92,0,3.65,ZA,,,,2020-05-30 21:17:38
348,Mehamn,71.04,27.85,41.4,86,100,3.98,NO,light rain,0.0,0.0,2020-05-30 21:20:14
349,Mehamn,71.04,27.85,41.4,86,100,3.98,NO,,,,2020-05-30 21:20:14
350,Luderitz,-26.65,15.16,68.0,36,0,5.82,NA,clear sky,0.0,0.0,2020-05-30 21:19:52
351,Luderitz,-26.65,15.16,68.0,36,0,5.82,NA,,,,2020-05-30 21:19:52
352,Kahului,20.89,-156.47,84.2,58,40,19.46,US,scattered clouds,0.0,0.0,2020-05-30 21:20:06
353,Kahului,20.89,-156.47,84.2,58,40,19.46,US,,,,2020-05-30 21:20:06
354,Conakry,9.54,-13.68,80.6,88,75,6.93,GN,light rain,0.0,0.0,2020-05-30 21:28:08
355,Conakry,9.54,-13.68,80.6,88,75,6.93,GN,,,,2020-05-30 21:28:08
356,Gamba,-2.65,10.0,75.49,86,100,3.76,GA,overcast clouds,0.0,0.0,2020-05-30 21:28:08
357,Gamba,-2.65,10.0,75.49,86,100,3.76,GA,,,,2020-05-30 21:28:08
358,Hobyo,5.35,48.53,82.56,74,100,27.31,SO,overcast clouds,0.0,0.0,2020-05-30 21:19:47
359,Hobyo,5.35,48.53,82.56,74,100,27.31,SO,,,,2020-05-30 21:19:47
360,Portland,45.52,-122.68,63.0,55,75,6.93,US,light rain,0.0,0.0,2020-05-30 21:16:57
361,Portland,45.52,-122.68,63.0,55,75,6.93,US,,,,2020-05-30 21:16:57
362,Cao Bang,22.67,106.25,74.75,90,38,1.9,VN,light rain,0.0,0.0,2020-05-30 21:28:09
363,Cao Bang,22.67,106.25,74.75,90,38,1.9,VN,,,,2020-05-30 21:28:09
364,Havre-Saint-Pierre,50.23,-63.6,55.4,82,20,13.87,CA,few clouds,0.0,0.0,2020-05-30 21:28:09
365,Havre-Saint-Pierre,50.23,-63.6,55.4,82,20,13.87,CA,,,,2020-05-30 21:28:09
366,Ewa Beach,21.32,-158.01,84.2,51,90,6.93,US,overcast clouds,0.0,0.0,2020-05-30 21:23:57
367,Ewa Beach,21.32,-158.01,84.2,51,90,6.93,US,,,,2020-05-30 21:23:57
368,Victoria,22.29,114.16,82.0,88,75,10.0,HK,light rain,0.0,0.0,2020-05-30 21:19:38
369,Victoria,22.29,114.16,82.0,88,75,10.0,HK,,,,2020-05-30 21:19:38
370,Kaitangata,-46.28,169.85,46.99,70,25,4.59,NZ,scattered clouds,0.0,0.0,2020-05-30 21:17:33
371,Kaitangata,-46.28,169.85,46.99,70,25,4.59,NZ,,,,2020-05-30 21:17:33
372,Amapa,1.0,-52.0,77.77,94,64,3.11,BR,light rain,0.0,0.0,2020-05-30 21:28:09
373,Amapa,1.0,-52.0,77.77,94,64,3.11,BR,,,,2020-05-30 21:28:09
374,Marienburg,54.04,19.03,53.01,100,100,15.03,PL,overcast clouds,0.0,0.0,2020-05-30 21:20:18
375,Marienburg,54.04,19.03,53.01,100,100,15.03,PL,,,,2020-05-30 21:20:18
376,Petropavl,54.88,69.16,58.08,61,1,5.5,KZ,clear sky,0.0,0.0,2020-05-30 21:28:10
377,Petropavl,54.88,69.16,58.08,61,1,5.5,KZ,,,,2020-05-30 21:28:10
378,Paidha,2.42,30.99,61.83,94,59,4.76,UG,light rain,0.0,0.0,2020-05-30 21:28:10
379,Paidha,2.42,30.99,61.83,94,59,4.76,UG,,,,2020-05-30 21:28:10
380,Olga,43.74,135.29,55.2,62,0,4.85,RU,clear sky,0.0,0.0,2020-05-30 21:28:10
381,Olga,43.74,135.29,55.2,62,0,4.85,RU,,,,2020-05-30 21:28:10
382,Milkovo,54.72,158.62,46.78,59,75,3.71,RU,broken clouds,0.0,0.0,2020-05-30 21:28:10
383,Milkovo,54.72,158.62,46.78,59,75,3.71,RU,,,,2020-05-30 21:28:10
384,Isangel,-19.55,169.27,78.8,78,20,9.17,VU,few clouds,0.0,0.0,2020-05-30 21:20:10
385,Isangel,-19.55,169.27,78.8,78,20,9.17,VU,,,,2020-05-30 21:20:10
386,Mildura,-34.2,142.15,50.0,76,90,4.7,AU,overcast clouds,0.0,0.0,2020-05-30 21:28:10
387,Mildura,-34.2,142.15,50.0,76,90,4.7,AU,,,,2020-05-30 21:28:10
388,Udachnyy,66.42,112.4,46.4,49,99,6.71,RU,overcast clouds,0.0,0.0,2020-05-30 21:23:55
389,Udachnyy,66.42,112.4,46.4,49,99,6.71,RU,,,,2020-05-30 21:23:55
390,Ilulissat,69.22,-51.1,37.4,69,0,8.05,GL,clear sky,0.0,0.0,2020-05-30 21:19:48
391,Ilulissat,69.22,-51.1,37.4,69,0,8.05,GL,,,,2020-05-30 21:19:48
392,Ahipara,-35.17,173.17,58.48,86,100,7.47,NZ,overcast clouds,0.0,0.0,2020-05-30 21:17:17
393,Ahipara,-35.17,173.17,58.48,86,100,7.47,NZ,,,,2020-05-30 21:17:17
394,Elk City,35.41,-99.4,84.2,39,1,12.75,US,clear sky,0.0,0.0,2020-05-30 21:28:11
395,Elk City,35.41,-99.4,84.2,39,1,12.75,US,,,,2020-05-30 21:28:11
396,Comodoro Rivadavia,-45.87,-67.5,46.4,49,0,5.82,AR,clear sky,0.0,0.0,2020-05-30 21:19:16
397,Comodoro Rivadavia,-45.87,-67.5,46.4,49,0,5.82,AR,,,,2020-05-30 21:19:16
398,Tarakan,3.3,117.63,79.39,87,1,8.7,ID,moderate rain,0.0,0.0,2020-05-30 21:28:11
399,Tarakan,3.3,117.63,79.39,87,1,8.7,ID,,,,2020-05-30 21:28:11
400,Frederikshavn,57.44,10.54,57.0,77,1,1.01,DK,clear sky,0.0,0.0,2020-05-30 21:28:11
401,Frederikshavn,57.44,10.54,57.0,77,1,1.01,DK,,,,2020-05-30 21:28:11
402,Bambous Virieux,-20.34,57.76,71.01,94,20,3.36,MU,few clouds,0.0,0.0,2020-05-30 21:20:12
403,Bambous Virieux,-20.34,57.76,71.01,94,20,3.36,MU,,,,2020-05-30 21:20:12
404,Asyut,27.18,31.18,73.4,43,0,16.11,EG,clear sky,0.0,0.0,2020-05-30 21:24:18
405,Asyut,27.18,31.18,73.4,43,0,16.11,EG,,,,2020-05-30 21:24:18
406,Bryan,30.67,-96.37,89.01,48,40,4.7,US,scattered clouds,0.0,0.0,2020-05-30 21:28:11
407,Bryan,30.67,-96.37,89.01,48,40,4.7,US,,,,2020-05-30 21:28:11
408,Praia Da Vitoria,38.73,-27.07,66.2,93,75,7.2,PT,light intensity drizzle,0.0,0.0,2020-05-30 21:24:04
409,Praia Da Vitoria,38.73,-27.07,66.2,93,75,7.2,PT,,,,2020-05-30 21:24:04
410,Ayna,-12.65,-73.92,70.23,33,58,3.67,PE,broken clouds,0.0,0.0,2020-05-30 21:28:11
411,Ayna,-12.65,-73.92,70.23,33,58,3.67,PE,,,,2020-05-30 21:28:11
412,Payakumbuh,-0.22,100.63,71.73,91,100,2.35,ID,moderate rain,0.0,0.0,2020-05-30 21:28:11
413,Payakumbuh,-0.22,100.63,71.73,91,100,2.35,ID,,,,2020-05-30 21:28:11
414,Zhezkazgan,47.8,67.71,73.51,33,0,9.31,KZ,clear sky,0.0,0.0,2020-05-30 21:28:12
415,Zhezkazgan,47.8,67.71,73.51,33,0,9.31,KZ,,,,2020-05-30 21:28:12
416,Wakkanai,45.41,141.67,54.54,84,0,22.91,JP,clear sky,0.0,0.0,2020-05-30 21:28:12
417,Wakkanai,45.41,141.67,54.54,84,0,22.91,JP,,,,2020-05-30 21:28:12
418,Upernavik,72.79,-56.15,30.18,93,0,6.53,GL,clear sky,0.0,0.0,2020-05-30 21:17:32
419,Upernavik,72.79,-56.15,30.18,93,0,6.53,GL,,,,2020-05-30 21:17:32
420,Mokhsogollokh,61.47,128.92,40.26,64,0,3.87,RU,clear sky,0.0,0.0,2020-05-30 21:19:56
421,Mokhsogollokh,61.47,128.92,40.26,64,0,3.87,RU,,,,2020-05-30 21:19:56
422,Cayenne,4.93,-52.33,84.2,74,20,12.75,GF,few clouds,0.0,0.0,2020-05-30 21:20:37
423,Cayenne,4.93,-52.33,84.2,74,20,12.75,GF,,,,2020-05-30 21:20:37
424,Longyearbyen,78.22,15.64,35.6,91,75,6.93,SJ,broken clouds,0.0,0.0,2020-05-30 21:20:41
425,Longyearbyen,78.22,15.64,35.6,91,75,6.93,SJ,,,,2020-05-30 21:20:41
426,Provideniya,64.38,-173.3,47.75,53,0,11.05,RU,clear sky,0.0,0.0,2020-05-30 21:19:46
427,Provideniya,64.38,-173.3,47.75,53,0,11.05,RU,,,,2020-05-30 21:19:46
428,Bengkulu,-3.8,102.27,75.94,89,99,4.27,ID,overcast clouds,0.0,0.0,2020-05-30 21:17:18
429,Bengkulu,-3.8,102.27,75.94,89,99,4.27,ID,,,,2020-05-30 21:17:18
430,Nabire,-3.37,135.48,76.51,86,88,3.96,ID,light rain,0.0,0.0,2020-05-30 21:28:12
431,Nabire,-3.37,135.48,76.51,86,88,3.96,ID,,,,2020-05-30 21:28:12
432,Husavik,66.04,-17.34,51.8,50,20,24.16,IS,few clouds,0.0,0.0,2020-05-30 21:20:23
433,Husavik,66.04,-17.34,51.8,50,20,24.16,IS,,,,2020-05-30 21:20:23
434,Fukue,32.69,128.84,66.92,89,100,15.61,JP,light rain,0.0,0.0,2020-05-30 21:28:13
435,Fukue,32.69,128.84,66.92,89,100,15.61,JP,,,,2020-05-30 21:28:13
436,Kampong Thum,12.71,104.89,77.95,92,100,3.0,KH,overcast clouds,0.0,0.0,2020-05-30 21:28:13
437,Kampong Thum,12.71,104.89,77.95,92,100,3.0,KH,,,,2020-05-30 21:28:13
